email,Year,Company,Code of Ethics,Whistleblower Policy,Cyber Security Policy,Conflict of Interest Policy,Regulatory Policy,Certifications of Industry Standards,% Trained on Cyber Security,Describe Sustainability Progam,% Trained on Sustainability,% Locations ISO Certified,How many sites need environmental remediation,Maternity/Paternity Leave Offered,Education Benefits Offered,% Company Emplyoyee Owned,How many employees in a Union,Do you provide volunteer opportunities,How many total hours volunteered,Do you provide donation matching,Dollar amount of matching donation,Did the company make any donations,Dollar amount of company donations,Directors on Board,Women Directors,POC Directors,Independent Directors,Audi Committee Active,Compensation Committee Active,ESG Committee Active,Number of Leaders at VP Level or above,Number of Women leaders,Number of POC leaders,Number of Latinx leaders,Health Insurance Offered,Paid Sick Leave Offered,Retirement Savings Offered
ageggus5x@chicagotribune.com,07/24/2022,BCME,No,No,Yes,No,Yes,No,0.946,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0.8373,0.0174,0,No,No,0.1981,86,No,2243,Yes,7565,Yes,26283,4,3,8,0,No,No,Yes,7,20,14,7,Yes,Yes,No
cavarne5y@japanpost.jp,03/05/2020,ACME,No,Yes,Yes,Yes,Yes,No,0.272,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",0.5954,0.8586,3,Yes,Yes,0.1806,84,Yes,408,Yes,79692,Yes,10925,9,9,0,3,No,No,No,20,2,15,2,Yes,No,Yes
dminico5z@dmoz.org,07/04/2021,BCME,No,No,No,No,No,Yes,0.7245,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0.6179,0.007,5,No,No,0.088,5,Yes,8726,No,1076,No,18182,7,3,11,10,No,No,Yes,13,3,9,1,No,Yes,Yes
knorrey60@ftc.gov,06/30/2020,CCME,No,Yes,No,No,Yes,No,0.1237,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0.6161,0.312,2,No,Yes,0.389,26,No,7254,Yes,142,No,70986,0,11,0,2,Yes,No,No,15,15,0,16,Yes,No,Yes
dcottingham61@dot.gov,02/06/2021,CCME,No,Yes,Yes,Yes,No,No,0.8053,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",0.1429,0.6482,1,Yes,No,0.6401,30,Yes,6994,Yes,68712,No,68143,3,11,0,3,Yes,Yes,Yes,10,2,15,19,No,No,No
rsnawdon62@ox.ac.uk,12/16/2021,CCME,Yes,No,No,Yes,No,No,0.6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.8179,0.7653,0,Yes,No,0.2891,24,No,1561,No,73213,No,63792,9,10,4,3,No,No,No,9,16,12,10,Yes,No,Yes
bbouchard63@vimeo.com,12/12/2022,BCME,Yes,No,Yes,Yes,Yes,No,0.0685,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.7619,0.6163,4,No,No,0.409,20,No,218,Yes,35765,Yes,75213,10,12,4,3,Yes,Yes,Yes,13,8,15,4,No,No,Yes
ogladhill64@msu.edu,02/23/2020,BCME,Yes,Yes,Yes,Yes,No,Yes,0.5541,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0.1032,0.1971,1,No,No,0.3212,54,Yes,7021,Yes,57089,No,71734,11,3,2,6,Yes,No,No,18,12,18,18,No,No,Yes
jwaulker65@google.fr,01/11/2022,ACME,Yes,No,No,No,Yes,No,0.3023,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.3475,0.7756,3,Yes,No,0.6862,100,Yes,3890,Yes,13238,Yes,69764,9,0,5,6,No,No,Yes,8,10,19,9,Yes,Yes,Yes
kroycroft66@instagram.com,07/11/2020,ACME,No,Yes,Yes,Yes,Yes,No,0.8089,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.082,0.4323,5,Yes,No,0.0318,91,Yes,8489,No,99812,Yes,31753,0,4,11,11,Yes,Yes,No,16,18,8,14,No,No,No
kdifrancecshi67@technorati.com,01/12/2021,ACME,No,Yes,Yes,No,No,Yes,0.2334,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.3616,0.0514,4,No,No,0.2097,92,Yes,2941,Yes,37106,No,13854,10,3,9,12,Yes,Yes,No,9,19,19,5,Yes,No,No
ehendriksen68@theatlantic.com,06/26/2021,CCME,Yes,No,No,No,No,No,0.4475,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",0.9831,0.6443,3,No,No,0.7158,25,No,2637,Yes,20508,No,49204,7,6,12,2,Yes,Yes,No,7,6,12,3,Yes,No,No
eculkin69@storify.com,01/21/2020,ACME,No,No,Yes,No,No,Yes,0.075,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.905,0.4248,2,Yes,No,0.9863,50,Yes,6524,No,70529,Yes,9648,9,7,6,7,Yes,Yes,Yes,5,10,18,1,Yes,Yes,No
hscramage6a@ucoz.com,07/01/2021,ACME,No,No,No,No,Yes,No,0.6158,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",0.2022,0.5497,3,Yes,No,0.3102,37,Yes,3623,No,25798,No,94561,4,7,7,6,No,Yes,No,7,13,9,16,No,No,Yes
wglendzer6b@examiner.com,06/26/2021,BCME,Yes,Yes,No,No,Yes,No,0.6371,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.777,0.0094,0,No,Yes,0.3558,25,No,5073,No,29676,No,83877,1,7,12,5,Yes,Yes,No,14,14,18,17,No,No,No
srouff6c@hatena.ne.jp,04/08/2022,CCME,No,No,Yes,No,Yes,No,0.1807,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",0.8485,0.0126,1,No,No,0.8633,87,Yes,809,No,88839,Yes,41368,10,7,0,9,Yes,No,No,15,13,1,11,No,Yes,No
jkinney6d@google.com.hk,02/04/2022,BCME,No,No,Yes,Yes,Yes,Yes,0.6987,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.7015,0.238,2,Yes,No,0.313,82,No,6239,No,82472,Yes,59875,12,5,10,2,Yes,No,No,13,12,2,14,No,Yes,Yes
fcommuzzo6e@google.co.jp,03/03/2021,ACME,No,No,No,No,Yes,No,0.6699,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,0.4704,0.8655,1,No,Yes,0.7219,57,No,3160,Yes,64576,No,41562,11,2,8,3,Yes,No,Yes,10,7,5,7,Yes,Yes,No
aeskrigg6f@time.com,08/20/2021,BCME,Yes,Yes,Yes,No,No,Yes,0.4011,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",0.9132,0.5009,3,Yes,Yes,0.5101,54,Yes,3968,No,23971,No,83881,8,4,0,2,No,No,Yes,15,14,11,18,Yes,No,No
apoultney6g@elegantthemes.com,02/05/2022,ACME,Yes,No,Yes,No,Yes,No,0.2395,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.4487,0.4912,5,Yes,No,0.2555,8,Yes,7574,No,48884,Yes,9067,0,6,4,5,Yes,Yes,Yes,4,12,14,11,Yes,No,Yes
gdeares6h@symantec.com,12/29/2022,BCME,No,Yes,No,No,Yes,Yes,0.4046,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0.9513,0.7777,1,No,Yes,0.5559,76,Yes,535,Yes,9312,Yes,37998,8,11,1,7,Yes,No,Yes,19,9,0,1,Yes,No,Yes
